frequency,place,observation_date,modulation,type_signal,radio_service,affiliation,call_sign
433.6750,Сочи,3 октября 2006,NFM,Голос,Сухопутная подвижная,"Охрана санатория ""Голубая горка""","1,2,3...."
157.3250,Сочи,3 октября 2006,NFM,MPT 1327,Сухопутная подвижная,н/у,
153.4500,Санкт-Петербург,10 октября 2005,NFM,Голос,Сухопутная подвижная,ж/д ст. Лигово,"Лигово, номера"
137.6200,везде,4 мая 2006,NFM,APT,Метеорологическая спутниковая,,NOAA17
137.5000,везде,4 мая 2006,NFM,APT,Метеорологическая спутниковая,,NOAA15
156.3250,Орша,3 октября 2006,NFM,Голос,Сухопутная подвижная,Строители дорог,"Вираж, Вираж-3, Вираж-5"
153.0000,Орша,3 октября 2006,NFM,Голос,Сухопутная подвижная,Зональная ж.д. связь,
152.2000,Орша,3 октября 2006,NFM,Голос,Сухопутная подвижная,Зональная ж.д. связь,
153.1000,Орша,3 октября 2006,NFM,Голос,Сухопутная подвижная,Зональная ж.д. связь,
152.7500,Орша,3 октября 2006,NFM,Голос,Сухопутная подвижная,Зональная ж.д. связь,
152.5250,Витебск,3 октября 2006,NFM,Голос,Сухопутная подвижная,Зональная ж.д. связь,
161.0500,Алексеевка,1 августа 2006,NFM,Голос,Сухопутная подвижная,служба инкассации,"База, 20, 22, 24, 26, 02"
437.6625,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Сочиавтотранс""",
437.6375,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Сочиавтотранс""",
437.6125,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Сочиавтотранс""",
437.5875,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Сочиавтотранс""",
437.5625,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Сочиавтотранс""",
425.3750,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Глобис""",
425.5250,Сочи,1 октября 2006,NFM,Голос,Сухопутная подвижная,"SmarTrunk 2  ""Глобис""",
0.7380,Москва,1 октября 2011,AM,Голос,Радиовещательная,,World Radio Network
156.8000,Сочи,1 октября 2006,NFM,Голос,Морская подвижная,Сочи морпорт,
118.8500,Московская обл.,30 сентября 2006,AM,Голос,Воздушная подвижная,"аэродром п.Белоомут, Луховицкого р-на",
446.6000,Санкт-Петербург,30 сентября 2006,цифровая,MPT 1327,Сухопутная подвижная,Единая Диспетчерская Система. Транкинг.,
446.5000,Санкт-Петербург,30 сентября 2006,цифровая,MPT 1327,Сухопутная подвижная,Единая Диспетчерская Система. Транкинг.,
118.9000,Нижневартовск,29 сентября 2006,AM,Голос,Воздушная подвижная,Аэропорт Нижневартовск,
434.5000,Москва,1 сентября 2006,NFM,Голос,Сухопутная подвижная,"Охрана торгового центра ""Трамплин""",номерные
162.0000,Башкортостан,27 сентября 2006,NFM,Голос,Сухопутная подвижная,Нефтьстройресурс,"Цифровые, по именам"
145.7500,Астрахань,22 сентября 2006,NFM,Голос,Любительская,Репитер,"RR6UA, радиолюбительские - шестого района"
145.5250,Калуга,24 сентября 2006,NFM,Голос,Любительская,Эхо-репитер  калужских любителей,любительские
151.7750,Московская обл.,1 сентября 2006,NFM,Голос,Сухопутная подвижная,Локомотивное депо Железнодорожная,по именам
126.2000,Ижевск,27 сентября 2006,AM,Голос,Воздушная подвижная,ATIS Ижевского аэропорта,
164.4500,Ярославль,27 сентября 2006,NFM,Голос,Сухопутная подвижная,Горгаз,"Центральная, по номерам"
469.8750,Тверь,12 сентября 2012,NFM,Голос + CTCSS 146.2,Сухопутная подвижная,Инкасаторы,"Цифровые двузначные (20-й, 28-й, 34-й и т.п.)"
162.3250,Тверская обл.,26 сентября 2007,NFM,Голос + CTCSS 241.8 и 165.5,Сухопутная подвижная,ОАО «МРСК Центра»,Маяк
152.8500,Тверь,26 сентября 2006,NFM,Голос,Сухопутная подвижная,Ж/Д,
159.1000,Тверь,26 сентября 2006,NFM,Голос,Сухопутная подвижная,такси,
154.5000,Тверь,26 сентября 2007,NFM,Голос,Сухопутная подвижная,АО Тверской вагоностроительный завод,
151.9500,Тверь,26 сентября 2006,NFM,Голос,Сухопутная подвижная,Ж/Д,
164.8000,Тверь,26 сентября 2006,NFM,Голос,Сухопутная подвижная,Тверьгорэлектро,"Люстра, Люстра-19, Люстра-11"
153.1000,Тверь,21 сентября 2006,NFM,Голос,Сухопутная подвижная,РЖД,
153.0000,Тверь,21 сентября 2006,NFM,Голос,Сухопутная подвижная,РЖД,
148.8250,Ярославль,25 сентября 2006,NFM,Голос,Сухопутная подвижная,Пожарные,Орлова+много разных
145.7250,Ярославль,25 сентября 2006,NFM,Голос,Любительская,Репитер,RR3MC
165.0500,Ярославль,25 сентября 2006,NFM,Голос,Сухопутная подвижная,Диспетчер лифтов 3-й микрорайон заволжского района,
42.2500,Ярославль,25 сентября 2006,NFM,Голос,Сухопутная подвижная,Станция скорой помощи,Лава
163.9750,Сочи,25 сентября 2006,NFM,Голос,Сухопутная подвижная,Аэропорт,
163.8500,Сочи,25 сентября 2006,NFM,Голос,Сухопутная подвижная,"Аэропорт,",
28.3000,Киев,25 сентября 2006,SSB,Голос,Любительская,Круглый стол Киевского радиоклуба,UT2UZ
101.0000,Алексеевка,24 сентября 2006,WFM,Голос,Радиовещательная,"""Дорожное-Радио""",
148.8250,Рыбинск,24 сентября 2006,NFM,Голос,Сухопутная подвижная,Пожарные,"1, 41, 232 и т.д"
13.9700,Саратов,24 сентября 2006,USB,загоризонтный радар (?),Радиолокационная,США,-
11.1730,Саратов,24 сентября 2006,USB,загоризонтный радар (?),Радиолокационная,США,-
7.9920,Саратов,24 сентября 2006,USB,загоризонтный радар (?),Радиолокационная,США,-
7.3800,Саратов,24 сентября 2006,USB,загоризонтный радар (?),иное (см. комментарий),США,-
8.7030,Саратов,24 сентября 2006,USB,PSK,Сухопутная подвижная,МИД Японии,-
8.5880,Саратов,24 сентября 2008,USB,PSK,Фиксированная,ВМС Японии Japanese Maritime Self-Defense Force in Ichihara,-
8.3125,Саратов,24 сентября 2011,USB,PSK,Сухопутная подвижная,ВМС Японии Japanese Maritime Self-Defense Force in Ichihara,-
6.4450,Саратов,24 сентября 2011,USB,QPSK 1500 Bd,Сухопутная подвижная,МСС Японии,"XSL ""Slotmachine"""
6.4170,Саратов,24 сентября 2011,USB,QPSK 1500 Bd,Морская подвижная,Japanese Maritime Self-Defense Force in Ichihara,"XSL ""Slotmachine"""
6.4150,Саратов,24 сентября 2006,USB,PSK,Сухопутная подвижная,МИД Японии,-
6.2500,Саратов,24 сентября 2011,USB,QPSK 1500 Bd,Сухопутная подвижная,Japanese Maritime Self-Defense Force in Ichihara,"XSL ""Slotmachine"""
5.8070,Саратов,24 сентября 2006,USB,PSK,Сухопутная подвижная,МИД Японии,-
4.2900,Саратов,24 сентября 2006,USB,PSK,Сухопутная подвижная,МИД Японии,-
4.2300,Саратов,24 сентября 2006,USB,PSK,Сухопутная подвижная,МИД Японии,-
4.1550,Саратов,24 сентября 2006,USB,PSK,иное (см. комментарий),МИД Японии,-
161.6250,Пермь,23 сентября 2006,NFM,Голос,Сухопутная подвижная,Такси,
146.0500,Нижневартовск,23 сентября 2006,NFM,Голос,Сухопутная подвижная,Такси,Номера
157.4500,Нижневартовск,23 сентября 2006,NFM,Голос,Сухопутная подвижная,Чьи-то охранники,Номера
163.5250,Нижневартовск,23 сентября 2006,NFM,Голос,Сухопутная подвижная,Коммунальщики аварийная служба,"Мир, номера"
73.4000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио 7 на семи холмах,
71.3000,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Русское радио,
69.8000,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Европа Плюс,
68.8400,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Юность,
68.3000,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Радио-1,
68.0000,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Авторадио,
67.2200,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Маяк,
66.8600,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Максимум,
66.4400,Москва,22 сентября 2006,NFM,Голос,Радиовещательная,Радио России,
164.1500,Сочи,22 сентября 2006,NFM,Голос,Сухопутная подвижная,А/п Адлер,разные
72.9200,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Радонеж,
88.3000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Ретро ФМ,
89.5000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Мегаполис,
104.7000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио 7 на Семи холмах,
107.0000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Русское радио - 2,
102.1000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Монтекарло,
100.9000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Вера,
100.5000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Бест ФМ,
102.5000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Comedy Radio,
100.1000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Серебрянный дождь,
89.1000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Джаз,
104.2000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Энергия,
103.7000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Максимум,
88.7000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Юмор ФМ,
103.4000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Маяк,
105.2000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Moscow FM,
106.6000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Лав радио (Love Radio),
106.2000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Европа плюс,
92.4000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Радио Дача,
105.7000,Москва,22 сентября 2006,WFM,Голос,Радиовещательная,Русское радио,
27.3220,Макеевка,21 сентября 2006,AM,Голос,Сухопутная подвижная,Такси г.Донецк,Диспетчер и авто по номерам
45.0125,Макеевка,20 сентября 2006,NFM,Голос,Сухопутная подвижная,Такси г.Донецк,Диспетчер и авто по номерам
46.1875,Макеевка,20 сентября 2006,NFM,Голос,Сухопутная подвижная,Такси г.Макеевка,Диспетчер и авто по номерам
44.0000,Макеевка,21 сентября 2006,NFM,Голос,Сухопутная подвижная,Теплосеть,"""Метель"" и номер"
43.7250,Макеевка,20 сентября 2006,NFM,Голос,Сухопутная подвижная,Теплосеть г.Макеевка,"Метель-52, 63, 53, 44, 29, 38 и т.д."
42.5250,Макеевка,20 сентября 2006,NFM,Голос,Сухопутная подвижная,Макеевский металлургический завод (крановое хозяйство),В основоном по именам. Так-же назывались цеха (рудный двор)
153.8700,Санкт-Петербург,20 сентября 2006,NFM,Голос,Сухопутная подвижная,железнодорожная маневровая,
129.3000,Великие Луки,19 сентября 2006,AM,Голос,Воздушная подвижная,Великие Луки - контроль,
439.9500,Новосибирск,20 сентября 2006,NFM,Голос,Любительская,Кросс-бенд репитер,любительские
153.7500,Санкт-Петербург,19 сентября 2006,NFM,Голос,Сухопутная подвижная,железнодорожная маневровая,
153.5750,Санкт-Петербург,19 сентября 2006,NFM,Голос,Сухопутная подвижная,железнодорожная маневровая,
484.3375,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
484.2875,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
484.1625,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
482.3750,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
482.1500,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
482.1375,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
484.1000,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
484.0000,Москва,18 сентября 2006,NFM,MPT 1327,Сухопутная подвижная,,
433.8500,Москва,18 сентября 2006,NFM,Голос,Сухопутная подвижная,Охрана ТЦ Клиффстор,"раз, два..."
146.0550,"Вашингтон, США",18 сентября 2007,NFM,Голос + CTCSS(141.3),Любительская,Любительский репитер,соответствующие
146.3550,"Вашингтон, США",18 сентября 2006,NFM,Голос + CTCSS (118.8),Любительская,Любительский репитер,соответствующие
162.5500,"Вашингтон, США",18 сентября 2006,NFM,Голос,Метеорологическая,NOAA Weather Network,KHB36
99.3000,Москва,18 сентября 2006,WFM,Голос,Радиовещательная,,Экстрим
89.9000,Москва,18 сентября 2006,WFM,Голос,Радиовещательная,,Радио Мелодия
148.7750,Макеевка,18 сентября 2006,NFM,Голос + тон + селект. вызов,Сухопутная подвижная,МЧС Донецкой обл,Разные
27.3450,Краснознаменск,17 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,База и по номерам.
447.4250,Москва,17 сентября 2006,NFM,Голос + CTCSS,Сухопутная подвижная,Охранное предприятие,"Град-№№, Ода-№№, Булат-№№, Заря-№№, Яуза-№№, Лоза-№"
12.6050,Москва,17 сентября 2006,SSB,SITOR,Морская подвижная,"Olympia Radio, Афины, Греция",SVO
10.8721,Москва,17 сентября 2006,CW,Morse,Фиксированная,радиомаяк,A
103.7000,Екатеринбург,16 сентября 2006,WFM,Голос,Радиовещательная,Радио СИ,
103.2000,Екатеринбург,16 сентября 2006,WFM,Голос,Радиовещательная,Радио Шансон,
27.2050,Ковылкино,16 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,Диспетчер и по номерам машин:
433.8000,Ковылкино,16 сентября 2006,NFM,Голос,Сухопутная подвижная,Эхорипетер + все местные LPD'шники. Иногда лин eQSO.,"Крайний, 8-ой, админ линка себя Фрегат-41 называет по именам"
162.2750,Сочи,1 июня 2006,NFM,Голос,Сухопутная подвижная,энергетики,
153.1000,Сочи,1 июня 2006,NFM,Голос,Сухопутная подвижная,ЖД,
153.1500,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Маневровая ж.д.,
153.0000,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Маневровая ж.д.,
153.0500,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Маневровая ж.д.,
153.2500,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Маневровая ж.д.,
153.1000,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Маневровая ж.д.,
160.0250,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,10-очка
154.6500,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Погрузка контейнеров,
150.4500,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,По номерам
165.6250,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,
145.7000,Одесса,14 сентября 2006,NFM,Голос,Любительская,Репитер г. Одессы.,
154.6000,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Погрузка контейнеров,По имени-отчеству
162.2750,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Энергетики,"Прибой, 39-й, 35-й"
167.9250,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,"Энергетики (ЛЭП, подстанции и т.д.)","Анод, 013, 22..."
160.9750,Одесса,14 сентября 2011,цифровая,POCSAG,Пейджинговая,,
164.2000,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,"28, 15, 77, 97, 47, 97, 47, 80, 84, 60..."
30.0050,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,
27.3850,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,
26.8800,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,"15, 32, 27, 29, 35..."
27.3500,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,10-й
26.4400,Одесса,14 сентября 2006,NFM,Голос,Сухопутная подвижная,Таксисты,
121.8000,Абакан,13 сентября 2006,AM,Голос,Воздушная подвижная,Абакан-Руление,а/п Абакан
9.1080,Саратов,12 сентября 2008,USB,MFSK 36 CIS ISS-mode 10-40 bd,иное (см. комментарий),CIS,-
10.3720,Саратов,12 сентября 2006,USB,MFSK 36 CIS Mazielka 6,иное (см. комментарий),SOUD,-
9.3350,Саратов,12 сентября 2006,USB,MFSK 36 CIS 40 bd,иное (см. комментарий),SOUD,-
8.0990,Саратов,12 сентября 2006,USB,MFSK 36 CIS 40 bd,иное (см. комментарий),SOUD,-
8.0050,Саратов,12 сентября 2006,AM,Mazielka 6,иное (см. комментарий),SOUD,-
17.4540,Саратов,12 сентября 2006,USB,MFSK 36 CIS,иное (см. комментарий),SOUD,-
17.5130,Саратов,12 сентября 2006,USB,MFSK 36 CIS,иное (см. комментарий),SOUD,-
18.4310,Саратов,12 сентября 2006,USB,MFSK 36 CIS Mazielka 6,иное (см. комментарий),SOUD,-
17.5060,Саратов,12 сентября 2006,USB,MFSK 36 CIS IRS-mode burst,иное (см. комментарий),SOUD,-
16.3420,Саратов,12 сентября 2006,USB,MFSK 36 CIS Mazielka 6,иное (см. комментарий),SOUD,-
16.1470,Саратов,12 сентября 2006,USB,MFSK 36 CIS,иное (см. комментарий),SOUD,-
16.1450,Саратов,12 сентября 2011,USB,MFSK 36,иное (см. комментарий),CIS,-
16.1410,Саратов,12 сентября 2006,USB,MFSK 36 CIS,иное (см. комментарий),SOUD,-
16.0700,Саратов,12 сентября 2006,USB,MFSK 36 CIS,иное (см. комментарий),SOUD,-
14.9420,Саратов,12 сентября 2009,USB,MFSK 36 CIS,иное (см. комментарий),CIS,-
14.9270,Саратов,12 сентября 2009,USB,MFSK 36 CIS Mazielka 6,иное (см. комментарий),CIS,Пятизначный идентификатор
10.3130,Саратов,12 сентября 2006,CW,Morse,иное (см. комментарий),МИД Чехии,OLZ 88
10.3070,Саратов,12 сентября 2006,CW,Morse,иное (см. комментарий),МИД Чехии,OLZ 88
10.2070,Саратов,12 сентября 2006,USB,Weather-FAX,Метеорологическая,Иркутск метео,Иркутск метео
156.6000,Владивосток,12 сентября 2006,NFM,Голос,Морская подвижная,портконтроль Владивостока,по названию судна
154.0000,Владивосток,12 сентября 2006,NFM,Голос,Сухопутная подвижная,железная дорога,
148.7750,Владивосток,12 сентября 2006,NFM,Голос,Сухопутная подвижная,пожарная охрана,
148.5250,Владивосток,12 сентября 2009,NFM,Голос,Сухопутная подвижная,Пожарная охрана,Не установлены
156.6750,Санкт-Петербург,9 сентября 2006,NFM,Голос,Морская подвижная,Лоцманы радио 9,
164.2625,Санкт-Петербург,4 сентября 2006,NFM,DMR,Сухопутная подвижная,Сеть MotoTRBO фирмы РКК,
151.8250,Санкт-Петербург,4 сентября 2006,NFM,Голос,Сухопутная подвижная,Железнодорожники депошники,
460.1000,Феодосия,11 сентября 2011,NFM,Голос,Сухопутная подвижная,продавцы на рынке,Не установлены
96.4000,Москва,4 сентября 2006,WFM,Голос,Радиовещательная,,М-РАДИО
155.2250,Псков,8 сентября 2006,NFM,Голос,Сухопутная подвижная,ЖД. Псков Пасс. Маневровая,"Номера локомотивов, имена, фамилии."
154.8500,Псков,8 сентября 2006,NFM,Голос,Сухопутная подвижная,ЖД. Псков Пасс. Вагонники.,"Имена, фамилии, номера локомотивов."
98.8000,Москва,10 сентября 2006,WFM,Голос,Радиовещательная,Русские песни,Русские песни
433.1000,Россия,10 сентября 2006,NFM,Голос,иное (см. комментарий),Единый канал автомобилистов,Любые
145.1500,Москва,9 сентября 2010,NFM,Голос,иное (см. комментарий),радиоудлинитель,
145.5500,Нижневартовск,8 сентября 2006,NFM,Голос,Любительская,Общий вызывной канал,Радиолюбительские
147.4250,Нижневартовск,8 сентября 2006,NFM,Голос,Сухопутная подвижная,Электросети,"Центральная, номера бригад"
123.4500,везде,8 сентября 2006,AM,Голос,Воздушная подвижная,"Air-to-Air - ""небесная ""гостевая"" книга"". + Грызлово.",Позывные бортов
101.5000,Свердловская обл.,7 сентября 2006,WFM,Голос,Радиовещательная,Верхняя Салда,"Радио 101,5"
103.8000,Белая Церковь,6 сентября 2006,WFM,Голос,Радиовещательная,,Первый развлекательный
102.8000,Белая Церковь,6 сентября 2006,WFM,Голос,Радиовещательная,,Русское Радио
161.7000,Архангельск,6 сентября 2006,NFM,Голос,Морская подвижная,Сеть порта Архангельск,"Радио-5, Радио-7"
164.3125,Санкт-Петербург,3 сентября 2006,NFM,DMR,Сухопутная подвижная,Сеть MotoTRBO фирмы РКК,
418.3250,Екатеринбург,3 сентября 2006,цифровая,MotoTRBO,Сухопутная подвижная,Скорая медицинская помощь.,Бригада №
418.0250,Екатеринбург,3 сентября 2006,цифровая,MotoTRBO,Сухопутная подвижная,Скорая медицинская помощь.,Бригада №
422.9500,Екатеринбург,3 сентября 2006,NFM,Голос + CTCSS,Сухопутная подвижная,Такси автолайн,цифровые
433.2250,Ярославль,3 сентября 2006,NFM,Голос,Сухопутная подвижная,"Заволжский рынок, охрана","Вышка, по именам, цифры"
462.5875,Ярославль,3 сентября 2006,NFM,Голос,Сухопутная подвижная,"""Техносила"" в т.ц. Космос-3, Охрана в торговом зале","Цифры, по именам"
433.1000,Ярославль,3 сентября 2006,NFM,Голос,Сухопутная подвижная,"Гипрмаркет Вестер-гипер, охрана в торговом зале","Цифры, по именам"
426.5225,Нижневартовск,1 сентября 2006,NFM,Голос,Сухопутная подвижная,Какаято охрана,Номера
155.5500,Москва,30 августа 2006,NFM,Голос,Сухопутная подвижная,МЖД,
167.7000,Калуга,29 августа 2006,NFM,Голос,Сухопутная подвижная,Электрики,
153.3000,Московская обл.,29 августа 2006,NFM,Голос,Сухопутная подвижная,"ЖД, ст. Быково (Раменский р-н)",
127.4500,Беларусь,1 августа 2006,AM,Голос,Воздушная подвижная,Варшава,Варшава-контроль
168.4500,Тихвин,28 августа 2006,NFM,Голос + CTCSS,Сухопутная подвижная,Энергетики,
153.0000,Тихвин,28 августа 2006,NFM,Голос,Сухопутная подвижная,ЖД,разные
152.2000,Тихвин,28 августа 2006,NFM,Голос,Сухопутная подвижная,ЖД,ФИО
162.4250,Казань,28 августа 2006,NFM,Голос,Сухопутная подвижная,Такси,"""Неофит"""
439.0500,Московская обл.,28 августа 2006,NFM,Голос + CTCSS,Любительская,Ступинский репитер,
118.5000,Новосибирск,25 августа 2006,AM,Голос,Воздушная подвижная,"а/п ""Толмачево"", Новосибирск",Новосибирск-Старт
161.7000,Рязань,25 августа 2006,NFM,Голос,Сухопутная подвижная,Такси,"""Пятый"""
468.7500,Москва,24 августа 2006,NFM,транковый,Сухопутная подвижная,"Теплосети(?), водопровод(?)","Номерные ""Граниты"", цифровые"
468.6500,Москва,24 августа 2006,NFM,транковый,Сухопутная подвижная,"Теплосети(?), водопровод(?)","Номерные ""Граниты"", цифровые"
468.6000,Москва,24 августа 2006,NFM,SmarTrunk II,Сухопутная подвижная,ТЭЦ,"Номерные ""Граниты"", цифровые"
468.5500,Москва,24 августа 2006,NFM,SmarTrunk II,Сухопутная подвижная,"Теплосети(?), водопровод(?)","Номерные ""Граниты"", цифровые"
468.8000,Москва,24 августа 2006,NFM,Голос,Сухопутная подвижная,"Городские службы, ""водяные""","ГРАНИТ-9; 723, 958, 522"
126.4000,Благовещенск,14 августа 2006,AM,Голос,Воздушная подвижная,а/п Благовещенск,Метео
433.1250,Мурманск,22 августа 2006,NFM,Голос + CTCSS,Сухопутная подвижная,"Магазин ""Заря""",База (девушка следящая за камерами) . Имена охраников
468.8250,Москва,21 августа 2006,NFM,TETRA,иное (см. комментарий),Московский метрополитен,
468.5250,Москва,21 августа 2009,NFM,TETRA,иное (см. комментарий),Московский метрополитен,Не установлены
468.9750,Москва,21 августа 2006,NFM,TETRA,иное (см. комментарий),Московский метрополитен,
468.6250,Москва,21 августа 2006,NFM,TETRA,иное (см. комментарий),Московский метрополитен,
73.5800,Макеевка,21 августа 2006,WFM,Голос,Радиовещательная,"ЗАТ ""ТРК ""Віко"" РА ""Золотий Грамофон""","Всеукраїнська радіомережа ""Мелодія"""
72.5300,Макеевка,21 августа 2006,WFM,Голос,Радиовещательная,Національна радіокомпанія України,"3-ій Канал Національного Радіо України (Радіо ""Культура"")"
71.7500,Макеевка,21 августа 2006,WFM,Голос,Радиовещательная,Донецька ОДТРК,"Радіо  ""Центр"""
71.2100,Макеевка,21 августа 2006,WFM,Голос,Радиовещательная,Національна радіокомпанія України,2-ий Канал Національного Радіо України (Радіо “Промінь”)
69.7700,Макеевка,21 августа 2006,WFM,Голос,Радиовещательная,Національна радіокомпанія України,1-ий Канал Національного Радіо України
68.3600,Макеевка,21 августа 2006,WFM,Голос,Радиовещательная,"ООО ТРК ""Арта плюс""","""Классное радио ""Шансон"" г.Донецк"
27.3550,Макеевка,21 августа 2006,AM,Голос,Сухопутная подвижная,"Такси ""Люкс-II"" г.Макеевка","Диспетчер ""99"" и авто по номерам"
154.4250,Рязань,21 августа 2006,NFM,Голос,Сухопутная подвижная,Такси,"""Астра"""
122.0000,Новосибирск,20 августа 2006,AM,Голос,Воздушная подвижная,Гражданская авиация,Новосибирск-круг и борты по номерам рейсов
132.6750,Выборг,20 августа 2006,AM,Голос,Воздушная подвижная,Контроль (радар) Тампере (Финляндия) - сектор 1.,"Tampere radar, № бортов"
163.7750,Москва,20 августа 2006,NFM,Голос,Сухопутная подвижная,"ТЦ ""Крокус сити""",
434.1750,Санкт-Петербург,18 августа 2006,NFM,Голос,Сухопутная подвижная,"ТК ""Миллер"", Служба безопастности",разные
15.1550,Московская обл.,19 августа 2006,AM,Голос,Радиовещательная,Франция,RFI (Французское Международное Радио)
485.9500,Новосибирск,17 августа 2006,NFM,Голос,Сухопутная подвижная,такси,"""Лиман"", ""База"", по номерам"
164.8750,Москва,17 августа 2006,NFM,Голос,Сухопутная подвижная,Не определена,"""Горки-10"""
134.5000,Нижний Новгород,15 августа 2006,AM,Голос,Воздушная подвижная,МДП Нижегородской области,Казачёк-район
151.2500,Великие Луки,26 июля 2006,NFM,цифровой,Фиксированная (телеметрия),,
150.8500,Великие Луки,26 июля 2006,NFM,цифровой,Фиксированная (телеметрия),,
167.6750,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Энергетики?,
167.6500,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Энергетики?,
167.6250,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Энергетики?,
167.6000,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Энергетики?,
162.3750,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Такси,
27.8250,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Такси,
29.9550,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Такси,
25.7550,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Такси,
28.7550,Великие Луки,26 июля 2006,NFM,Голос,иное (см. комментарий),Такси,
27.5350,Великие Луки,26 июля 2006,NFM,Голос,Сухопутная подвижная,Такси,Позывной дисп. -  Восток
145.2750,Тульская обл.,12 августа 2006,NFM,Голос,Любительская,Р/Л эхорепитер,
145.2500,Тульская обл.,12 августа 2006,NFM,Голос,Любительская,Эхорепитер (Ефремов?),
145.7000,Липецк,13 августа 2006,NFM,Голос,Любительская,Липецкий р/л репитер,
6.4850,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
